t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,,p_wagen,p_bumper,p_total
0.5999998,0,0,0.5625154,0,0,0.660558,0,0,0.1125154,-2.250308,-0.8,0,,0.2642232,0,0.2642232
0.6199998,0,0,0.5734763,0,0,0.5480427,0,0,0.1234763,-2.469525,-0.8,0,,0.21921708,0,0.21921708
0.6399997,0,0,0.5819676,0,0,0.4245664,0,0,0.1319676,-2.639352,-0.8,0,,0.16982656,0,0.16982656
0.6599998,0,0,0.5878196,0,0,0.2925989,0,0,0.1378196,-2.756392,-0.8,0,,0.11703956,0,0.11703956
0.6799998,0,0,0.5909151,0,0,0.1547794,0,0,0.1409151,-2.818303,-0.8,0,,0.06191176,0,0.06191176
0.6999997,0,0,0.5911924,0,0,0.01386428,0,0,0.1411924,-2.823848,-0.8,0,,0.005545712,0,0.005545712
0.7199997,0,0,0.5886459,0,0,-0.1273281,0,0,0.1386459,-2.772918,-0.8,0,,-0.05093124,0,0.05093124
0.7399997,0,0,0.5833264,0,0,-0.2659739,0,0,0.1333264,-2.666528,-0.8,0,,-0.10638956,0,0.10638956
0.7599998,0,0,0.5753404,0,0,-0.3993003,0,0,0.1253404,-2.506808,-0.8,0,,-0.15972012,0,0.15972012
0.7799997,0,0,0.5648476,0,0,-0.5246406,0,0,0.1148476,-2.296952,-0.8,0,,-0.20985624,0,0.20985624
0.7999997,0,0,0.5520578,0,0,-0.6394882,0,0,0.1020578,-2.041156,-0.8,0,,-0.25579528,0,0.25579528
0.8199997,0,0,0.5372269,0,0,-0.7415459,0,0,0.08722691,-1.744538,-0.8,0,,-0.29661836,0,0.29661836
0.8399997,0,0,0.5206515,0,0,-0.8287728,0,0,0.07065146,-1.413029,-0.8,0,,-0.33150912,0,0.33150912
0.8599997,0,0,0.502663,0,0,-0.8994242,0,0,0.05266295,-1.053259,-0.8,0,,-0.35976968,0,0.35976968
0.8799997,0,0,0.4836212,0,0,-0.9520871,0,0,0.03362121,-0.6724241,-0.8,0,,-0.38083484,0,0.38083484
0.8999997,0,0,0.4639071,0,0,-0.9857083,0,0,0.01390706,-0.2781412,-0.8,0,,-0.39428332,0,0.39428332
0.9199997,0,0,0.4439148,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
0.9399996,0,0,0.4239225,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
0.9599997,0,0,0.4039302,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
0.9799997,0,0,0.3839379,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
0.9999996,0,0,0.3639456,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.02,0,0,0.3439533,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.04,0,0,0.323961,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.06,0,0,0.3039687,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.08,0,0,0.2839764,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.1,0,0,0.2639841,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.12,0,0,0.2439919,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.14,0,0,0.2239996,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.16,0,0,0.2040073,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.18,0,0,0.184015,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.2,0,0,0.1640227,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.22,0,0,0.1440304,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.24,0,0,0.1240381,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.26,0,0,0.1040458,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.279999,0,0,0.08405349,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.3,0,0,0.06406119,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.32,0,0,0.0440689,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.34,0,0,0.0240766,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.36,0,0,0.004084297,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.38,0,0,-0.015908,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.399999,0,0,-0.0359003,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.419999,0,0,-0.0558926,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.439999,0,0,-0.0758849,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.459999,0,0,-0.0958772,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.479999,0,0,-0.1158695,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.5,0,0,-0.1358618,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.52,0,0,-0.1558541,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.539999,0,0,-0.1758464,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.559999,0,0,-0.1958387,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.579999,0,0,-0.215831,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.599999,0,0,-0.2358233,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.619999,0,0,-0.2558156,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.639999,0,0,-0.2758079,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.659999,0,0,-0.2958001,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.679999,0,0,-0.3157924,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.699999,0,0,-0.3357847,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.719999,0,0,-0.355777,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.739999,0,0,-0.3757693,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.759999,0,0,-0.3957616,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.779999,0,0,-0.4157539,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.799999,0,0,-0.4357462,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.819999,0,0,-0.4557385,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.839999,0,0,-0.4757308,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.859999,0,0,-0.4957231,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.879999,0,0,-0.5157154,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.899999,0,0,-0.5357077,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.919999,0,0,-0.5556999,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.939999,0,0,-0.5756922,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.959999,0,0,-0.5956845,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,0.39984616
1.979999,0,0,-0.6156768,0,0,0.4284066,0,0,0,0,-0.8,-0.5712088,,0.17136264,-0.5712088,0.39984616
1.999999,0,0,-0.6071087,0,0,0.4284066,0,0,0,0,-0.8114242,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.019999,0,0,-0.5985406,0,0,0.4284066,0,0,0,0,-0.8228484,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.039999,0,0,-0.5899725,0,0,0.4284066,0,0,0,0,-0.8342726,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.059999,0,0,-0.5814044,0,0,0.4284066,0,0,0,0,-0.8456967,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.079999,0,0,-0.5728363,0,0,0.4284066,0,0,0,0,-0.8571209,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.099999,0,0,-0.5642682,0,0,0.4284066,0,0,0,0,-0.8685451,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.119999,0,0,-0.5557001,0,0,0.4284066,0,0,0,0,-0.8799693,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.139999,0,0,-0.547132,0,0,0.4284066,0,0,0,0,-0.8913935,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.159999,0,0,-0.5385638,0,0,0.4284066,0,0,0,0,-0.9028177,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.179999,0,0,-0.5299957,0,0,0.4284066,0,0,0,0,-0.9142419,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.199999,0,0,-0.5214276,0,0,0.4284066,0,0,0,0,-0.925666,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.219999,0,0,-0.5128595,0,0,0.4284066,0,0,0,0,-0.9370902,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.239999,0,0,-0.5042914,0,0,0.4284066,0,0,0,0,-0.9485144,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.259999,0,0,-0.4957233,0,0,0.4284066,0,0,0,0,-0.9599386,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.279999,0,0,-0.4871551,0,0,0.4284066,0,0,0,0,-0.9713628,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.299999,0,0,-0.478587,0,0,0.4284066,0,0,0,0,-0.982787,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.319999,0,0,-0.4700189,0,0,0.4284066,0,0,0,0,-0.9942111,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.339999,0,0,-0.4614507,0,0,0.4284066,0,0,0,0,-1.005635,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.359999,0,0,-0.4528826,0,0,0.4284066,0,0,0,0,-1.017059,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.379999,0,0,-0.4443145,0,0,0.4284066,0,0,0,0,-1.028484,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.399999,0,0,-0.4357463,0,0,0.4284066,0,0,0,0,-1.039908,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.419999,0,0,-0.4271782,0,0,0.4284066,0,0,0,0,-1.051332,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.439999,0,0,-0.41861,0,0,0.4284066,0,0,0,0,-1.062756,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.459999,0,0,-0.4100419,0,0,0.4284066,0,0,0,0,-1.07418,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.479999,0,0,-0.4014738,0,0,0.4284066,0,0,0,0,-1.085605,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.499999,0,0,-0.3929056,0,0,0.4284066,0,0,0,0,-1.097029,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.519999,0,0,-0.3843375,0,0,0.4284066,0,0,0,0,-1.108453,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.539999,0,0,-0.3757693,0,0,0.4284066,0,0,0,0,-1.119877,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.559999,0,0,-0.3672012,0,0,0.4284066,0,0,0,0,-1.131301,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.579999,0,0,-0.3586331,0,0,0.4284066,0,0,0,0,-1.142725,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.599999,0,0,-0.3500649,0,0,0.4284066,0,0,0,0,-1.15415,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.619999,0,0,-0.3414968,0,0,0.4284066,0,0,0,0,-1.165574,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.639999,0,0,-0.3329287,0,0,0.4284066,0,0,0,0,-1.176998,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.659999,0,0,-0.3243605,0,0,0.4284066,0,0,0,0,-1.188422,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.679999,0,0,-0.3157924,0,0,0.4284066,0,0,0,0,-1.199846,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.699999,0,0,-0.3072242,0,0,0.4284066,0,0,0,0,-1.211271,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.719999,0,0,-0.2986561,0,0,0.4284066,0,0,0,0,-1.222695,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.739999,0,0,-0.290088,0,0,0.4284066,0,0,0,0,-1.234119,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.759999,0,0,-0.2815198,0,0,0.4284066,0,0,0,0,-1.245543,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.779999,0,0,-0.2729517,0,0,0.4284066,0,0,0,0,-1.256967,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.799999,0,0,-0.2643836,0,0,0.4284066,0,0,0,0,-1.268391,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.819999,0,0,-0.2558154,0,0,0.4284066,0,0,0,0,-1.279816,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.839999,0,0,-0.2472473,0,0,0.4284066,0,0,0,0,-1.29124,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.859999,0,0,-0.2386792,0,0,0.4284066,0,0,0,0,-1.302664,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.879999,0,0,-0.230111,0,0,0.4284066,0,0,0,0,-1.314088,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.899999,0,0,-0.2215429,0,0,0.4284066,0,0,0,0,-1.325512,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.919999,0,0,-0.2129748,0,0,0.4284066,0,0,0,0,-1.336937,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.939999,0,0,-0.2044067,0,0,0.4284066,0,0,0,0,-1.348361,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.959999,0,0,-0.1958386,0,0,0.4284066,0,0,0,0,-1.359785,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.979999,0,0,-0.1872704,0,0,0.4284066,0,0,0,0,-1.371209,-0.5712088,,0.17136264,-0.5712088,0.39984616
2.999999,0,0,-0.1787023,0,0,0.4284066,0,0,0,0,-1.382633,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.019999,0,0,-0.1701342,0,0,0.4284066,0,0,0,0,-1.394058,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.039999,0,0,-0.1615661,0,0,0.4284066,0,0,0,0,-1.405482,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.059999,0,0,-0.1529979,0,0,0.4284066,0,0,0,0,-1.416906,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.079999,0,0,-0.1444298,0,0,0.4284066,0,0,0,0,-1.42833,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.099999,0,0,-0.1358617,0,0,0.4284066,0,0,0,0,-1.439754,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.119999,0,0,-0.1272936,0,0,0.4284066,0,0,0,0,-1.451178,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.139999,0,0,-0.1187254,0,0,0.4284066,0,0,0,0,-1.462603,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.159999,0,0,-0.1101573,0,0,0.4284066,0,0,0,0,-1.474027,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.179999,0,0,-0.1015892,0,0,0.4284066,0,0,0,0,-1.485451,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.199999,0,0,-0.09302105,0,0,0.4284066,0,0,0,0,-1.496875,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.219999,0,0,-0.08445292,0,0,0.4284066,0,0,0,0,-1.508299,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.239999,0,0,-0.07588479,0,0,0.4284066,0,0,0,0,-1.519724,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.259999,0,0,-0.06731666,0,0,0.4284066,0,0,0,0,-1.531148,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.279999,0,0,-0.05874853,0,0,0.4284066,0,0,0,0,-1.542572,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.299999,0,0,-0.0501804,0,0,0.4284066,0,0,0,0,-1.553996,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.319999,0,0,-0.04161227,0,0,0.4284066,0,0,0,0,-1.56542,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.339999,0,0,-0.03304414,0,0,0.4284066,0,0,0,0,-1.576844,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.359999,0,0,-0.02447601,0,0,0.4284066,0,0,0,0,-1.588269,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.379999,0,0,-0.01590788,0,0,0.4284066,0,0,0,0,-1.599693,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.399999,0,0,-0.007339751,0,0,0.4284066,0,0,0,0,-1.611117,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.419999,0,0,0.001228377,0,0,0.4284066,0,0,0,0,-1.622541,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.439999,0,0,0.009796506,0,0,0.4284066,0,0,0,0,-1.633965,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.459999,0,0,0.01836463,0,0,0.4284066,0,0,0,0,-1.64539,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.479999,0,0,0.02693276,0,0,0.4284066,0,0,0,0,-1.656814,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.499999,0,0,0.03550089,0,0,0.4284066,0,0,0,0,-1.668238,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.519999,0,0,0.04406902,0,0,0.4284066,0,0,0,0,-1.679662,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.539999,0,0,0.05263715,0,0,0.4284066,0,0,0,0,-1.691086,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.559999,0,0,0.06120528,0,0,0.4284066,0,0,0,0,-1.70251,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.579999,0,0,0.06977341,0,0,0.4284066,0,0,0,0,-1.713935,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.599999,0,0,0.07834154,0,0,0.4284066,0,0,0,0,-1.725359,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.619999,0,0,0.08690967,0,0,0.4284066,0,0,0,0,-1.736783,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.639999,0,0,0.0954778,0,0,0.4284066,0,0,0,0,-1.748207,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.659999,0,0,0.1040459,0,0,0.4284066,0,0,0,0,-1.759631,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.679999,0,0,0.1126141,0,0,0.4284066,0,0,0,0,-1.771056,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.699999,0,0,0.1211822,0,0,0.4284066,0,0,0,0,-1.78248,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.719999,0,0,0.1297503,0,0,0.4284066,0,0,0,0,-1.793904,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.739999,0,0,0.1383184,0,0,0.4284066,0,0,0,0,-1.805328,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.759999,0,0,0.1468866,0,0,0.4284066,0,0,0,0,-1.816752,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.779999,0,0,0.1554547,0,0,0.4284066,0,0,0,0,-1.828176,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.799999,0,0,0.1640228,0,0,0.4284066,0,0,0,0,-1.839601,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.819999,0,0,0.1725909,0,0,0.4284066,0,0,0,0,-1.851025,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.839999,0,0,0.1811591,0,0,0.4284066,0,0,0,0,-1.862449,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.859999,0,0,0.1897272,0,0,0.4284066,0,0,0,0,-1.873873,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.879999,0,0,0.1982953,0,0,0.4284066,0,0,0,0,-1.885297,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.899999,0,0,0.2068634,0,0,0.4284066,0,0,0,0,-1.896722,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.919999,0,0,0.2154316,0,0,0.4284066,0,0,0,0,-1.908146,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.939999,0,0,0.2239997,0,0,0.4284066,0,0,0,0,-1.91957,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.959999,0,0,0.2325678,0,0,0.4284066,0,0,0,0,-1.930994,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.979999,0,0,0.2411359,0,0,0.4284066,0,0,0,0,-1.942418,-0.5712088,,0.17136264,-0.5712088,0.39984616
3.999999,0,0,0.249704,0,0,0.4284066,0,0,0,0,-1.953843,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.019999,0,0,0.2582722,0,0,0.4284066,0,0,0,0,-1.965267,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.039999,0,0,0.2668403,0,0,0.4284066,0,0,0,0,-1.976691,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.059999,0,0,0.2754084,0,0,0.4284066,0,0,0,0,-1.988115,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.079998,0,0,0.2839766,0,0,0.4284066,0,0,0,0,-1.999539,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.099998,0,0,0.2925447,0,0,0.4284066,0,0,0,0,-2.010963,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.119998,0,0,0.3011129,0,0,0.4284066,0,0,0,0,-2.022388,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.139998,0,0,0.309681,0,0,0.4284066,0,0,0,0,-2.033812,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.159998,0,0,0.3182491,0,0,0.4284066,0,0,0,0,-2.045236,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.179998,0,0,0.3268173,0,0,0.4284066,0,0,0,0,-2.05666,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.199998,0,0,0.3353854,0,0,0.4284066,0,0,0,0,-2.068084,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.219998,0,0,0.3439535,0,0,0.4284066,0,0,0,0,-2.079508,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.239998,0,0,0.3525217,0,0,0.4284066,0,0,0,0,-2.090932,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.259998,0,0,0.3610898,0,0,0.4284066,0,0,0,0,-2.102356,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.279998,0,0,0.369658,0,0,0.4284066,0,0,0,0,-2.11378,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.299998,0,0,0.3782261,0,0,0.4284066,0,0,0,0,-2.125204,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.319998,0,0,0.3867942,0,0,0.4284066,0,0,0,0,-2.136628,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.339998,0,0,0.3953624,0,0,0.4284066,0,0,0,0,-2.148052,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.359998,0,0,0.4039305,0,0,0.4284066,0,0,0,0,-2.159476,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.379999,0,0,0.4124987,0,0,0.4284066,0,0,0,0,-2.1709,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.399999,0,0,0.4210668,0,0,0.4284066,0,0,0,0,-2.182324,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.419999,0,0,0.4296349,0,0,0.4284066,0,0,0,0,-2.193748,-0.5712088,,0.17136264,-0.5712088,0.39984616
4.439999,0,0,0.4382031,0,0,0.4284066,0,0,0,0,-2.205173,-0.5712088,,0.17136264,-0.5712088,0.39984616
