t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper
1.02,0,0,0.3439533,0,0,-0.9996154,0,0,0,0,-0.8,0
1.04,0,0,0.323961,0,0,-0.9996154,0,0,0,0,-0.8,0
1.06,0,0,0.3039687,0,0,-0.9996154,0,0,0,0,-0.8,0
1.08,0,0,0.2839764,0,0,-0.9996154,0,0,0,0,-0.8,0
1.1,0,0,0.2639841,0,0,-0.9996154,0,0,0,0,-0.8,0
1.12,0,0,0.2439919,0,0,-0.9996154,0,0,0,0,-0.8,0
1.14,0,0,0.2239996,0,0,-0.9996154,0,0,0,0,-0.8,0
1.16,0,0,0.2040073,0,0,-0.9996154,0,0,0,0,-0.8,0
1.18,0,0,0.184015,0,0,-0.9996154,0,0,0,0,-0.8,0
1.2,0,0,0.1640227,0,0,-0.9996154,0,0,0,0,-0.8,0
1.22,0,0,0.1440304,0,0,-0.9996154,0,0,0,0,-0.8,0
1.24,0,0,0.1240381,0,0,-0.9996154,0,0,0,0,-0.8,0
1.26,0,0,0.1040458,0,0,-0.9996154,0,0,0,0,-0.8,0
1.279999,0,0,0.08405349,0,0,-0.9996154,0,0,0,0,-0.8,0
1.3,0,0,0.06406119,0,0,-0.9996154,0,0,0,0,-0.8,0
1.32,0,0,0.0440689,0,0,-0.9996154,0,0,0,0,-0.8,0
1.34,0,0,0.0240766,0,0,-0.9996154,0,0,0,0,-0.8,0
1.36,0,0,0.004084297,0,0,-0.9996154,0,0,0,0,-0.8,0
1.38,0,0,-0.015908,0,0,-0.9996154,0,0,0,0,-0.8,0
1.399999,0,0,-0.0359003,0,0,-0.9996154,0,0,0,0,-0.8,0
1.419999,0,0,-0.0558926,0,0,-0.9996154,0,0,0,0,-0.8,0
1.439999,0,0,-0.0758849,0,0,-0.9996154,0,0,0,0,-0.8,0
1.459999,0,0,-0.0958772,0,0,-0.9996154,0,0,0,0,-0.8,0
1.479999,0,0,-0.1158695,0,0,-0.9996154,0,0,0,0,-0.8,0
1.5,0,0,-0.1358618,0,0,-0.9996154,0,0,0,0,-0.8,0
1.52,0,0,-0.1558541,0,0,-0.9996154,0,0,0,0,-0.8,0
1.539999,0,0,-0.1758464,0,0,-0.9996154,0,0,0,0,-0.8,0
1.559999,0,0,-0.1958387,0,0,-0.9996154,0,0,0,0,-0.8,0
1.579999,0,0,-0.215831,0,0,-0.9996154,0,0,0,0,-0.8,0
1.599999,0,0,-0.2358233,0,0,-0.9996154,0,0,0,0,-0.8,0
1.619999,0,0,-0.2558156,0,0,-0.9996154,0,0,0,0,-0.8,0
1.639999,0,0,-0.2758079,0,0,-0.9996154,0,0,0,0,-0.8,0
1.659999,0,0,-0.2958001,0,0,-0.9996154,0,0,0,0,-0.8,0
1.679999,0,0,-0.3157924,0,0,-0.9996154,0,0,0,0,-0.8,0
1.699999,0,0,-0.3357847,0,0,-0.9996154,0,0,0,0,-0.8,0
1.719999,0,0,-0.355777,0,0,-0.9996154,0,0,0,0,-0.8,0
1.739999,0,0,-0.3757693,0,0,-0.9996154,0,0,0,0,-0.8,0
1.759999,0,0,-0.3957616,0,0,-0.9996154,0,0,0,0,-0.8,0
1.779999,0,0,-0.4157539,0,0,-0.9996154,0,0,0,0,-0.8,0
1.799999,0,0,-0.4357462,0,0,-0.9996154,0,0,0,0,-0.8,0
1.819999,0,0,-0.4557385,0,0,-0.9996154,0.005738482,0.1147696,0,0,-0.8,0
1.839999,0,0,-0.475616,0,0,-0.9938769,0.02550121,0.5100241,0,0,-0.8001148,-0.00573848
1.859999,0,0,-0.4949835,0,0,-0.9683757,0.04430129,0.8860257,0,0,-0.8006822,-0.02837044
1.879999,0,0,-0.513465,0,0,-0.9240744,0.06161301,1.23226,0,0,-0.801852,-0.05848649
1.899999,0,0,-0.5307142,0,0,-0.8624614,0.07704513,1.540903,0,0,-0.8036691,-0.09085625
1.919999,0,0,-0.5464225,0,0,-0.7854164,0.090304,1.80608,0,0,-0.8061185,-0.1224732
1.939999,0,0,-0.5603248,0,0,-0.6951124,0.1011754,2.023508,0,0,-0.8091494,-0.1515406
1.959999,0,0,-0.5722035,0,0,-0.593937,0.1095152,2.190305,0,0,-0.8126883,-0.1769457
1.979999,0,0,-0.581892,0,0,-0.4844218,0.1152439,2.304878,0,0,-0.8166481,-0.1979881
1.999999,0,0,-0.5892755,0,0,-0.369178,0.1183427,2.366855,0,0,-0.8209328,-0.2142379
2.019999,0,0,-0.5942922,0,0,-0.2508353,0.1188502,2.377004,0,0,-0.825442,-0.2254617
2.039999,0,0,-0.5969319,0,0,-0.1319851,0.1168583,2.337166,0,0,-0.8300737,-0.2315811
2.059999,0,0,-0.5972345,0,0,-0.01512688,0.1125079,2.250157,0,0,-0.8347266,-0.2326488
2.079999,0,0,-0.5952868,0,0,0.09738094,0.1059836,2.119672,0,0,-0.8393033,-0.2288323
2.099999,0,0,-0.5912195,0,0,0.2033645,0.0975083,1.950166,0,0,-0.8437113,-0.2203998
2.119999,0,0,-0.5852021,0,0,0.3008727,0.0873367,1.746734,0,0,-0.8478654,-0.2077082
2.139999,0,0,-0.5774379,0,0,0.3882094,0.07574873,1.514975,0,0,-0.8516892,-0.1911908
2.159999,0,0,-0.5681588,0,0,0.4639581,0.06304269,1.260854,0,0,-0.8551161,-0.1713441
2.179999,0,0,-0.5576188,0,0,0.5270007,0.04952841,0.9905681,0,0,-0.8580904,-0.1487148
2.199999,0,0,-0.5460882,0,0,0.5765291,0.03552012,0.7104024,0,0,-0.8605681,-0.1238858
2.219999,0,0,-0.5338472,0,0,0.6120492,0.02132986,0.4265973,0,0,-0.8625174,-0.09746303
2.239999,0,0,-0.5211796,0,0,0.6333791,0.007261023,0.1452205,0,0,-0.8639186,-0.07006139
2.259999,0,0,-0.5083668,0,0,0.6406401,0,0,0,0,-0.8647645,-0.04229173
2.279999,0,0,-0.495554,0,0,0.6406401,0,0,0,0,-0.8651873,-0.02114587
2.299999,0,0,-0.4827412,0,0,0.6406401,0,0,0,0,-0.8653988,-0.01057294
2.319999,0,0,-0.4699284,0,0,0.6406401,0,0,0,0,-0.8655046,-0.005286472
2.339999,0,0,-0.4571157,0,0,0.6406401,0,0,0,0,-0.8655574,-0.002643237
2.359999,0,0,-0.4443029,0,0,0.6406401,0,0,0,0,-0.8655838,-0.001321619
2.379999,0,0,-0.4314901,0,0,0.6406401,0,0,0,0,-0.8655971,-0.0006608098
2.399999,0,0,-0.4186773,0,0,0.6406401,0,0,0,0,-0.8656037,-0.000330405
2.419999,0,0,-0.4058645,0,0,0.6406401,0,0,0,0,-0.865607,-0.0001652026
2.439999,0,0,-0.3930517,0,0,0.6406401,0,0,0,0,-0.8656086,-8.260133E-05
2.459999,0,0,-0.3802389,0,0,0.6406401,0,0,0,0,-0.8656095,-4.130068E-05
2.479999,0,0,-0.3674261,0,0,0.6406401,0,0,0,0,-0.8656099,-2.065035E-05
2.499999,0,0,-0.3546133,0,0,0.6406401,0,0,0,0,-0.8656101,-1.032518E-05
2.519999,0,0,-0.3418005,0,0,0.6406401,0,0,0,0,-0.8656102,-5.162591E-06
2.539999,0,0,-0.3289877,0,0,0.6406401,0,0,0,0,-0.8656102,-2.581297E-06
2.559999,0,0,-0.3161749,0,0,0.6406401,0,0,0,0,-0.8656102,-1.290649E-06
2.579999,0,0,-0.3033621,0,0,0.6406401,0,0,0,0,-0.8656102,-6.453247E-07
2.599999,0,0,-0.2905493,0,0,0.6406401,0,0,0,0,-0.8656102,-3.226625E-07
2.619999,0,0,-0.2777365,0,0,0.6406401,0,0,0,0,-0.8656102,-1.613313E-07
2.639999,0,0,-0.2649238,0,0,0.6406401,0,0,0,0,-0.8656102,-8.066569E-08
2.659999,0,0,-0.252111,0,0,0.6406401,0,0,0,0,-0.8656102,-4.033286E-08
2.679999,0,0,-0.2392982,0,0,0.6406401,0,0,0,0,-0.8656102,-2.016644E-08
2.699999,0,0,-0.2264854,0,0,0.6406401,0,0,0,0,-0.8656102,-1.008322E-08
2.719999,0,0,-0.2136726,0,0,0.6406401,0,0,0,0,-0.8656102,-5.041613E-09
2.739999,0,0,-0.2008598,0,0,0.6406401,0,0,0,0,-0.8656102,-2.520808E-09
2.759999,0,0,-0.188047,0,0,0.6406401,0,0,0,0,-0.8656102,-1.260404E-09
2.779999,0,0,-0.1752342,0,0,0.6406401,0,0,0,0,-0.8656102,-6.302024E-10
2.799999,0,0,-0.1624214,0,0,0.6406401,0,0,0,0,-0.8656102,-3.151013E-10
2.819999,0,0,-0.1496086,0,0,0.6406401,0,0,0,0,-0.8656102,-1.575507E-10
2.839999,0,0,-0.1367958,0,0,0.6406401,0,0,0,0,-0.8656102,-7.87754E-11
2.859999,0,0,-0.123983,0,0,0.6406401,0,0,0,0,-0.8656102,-3.938772E-11
2.879999,0,0,-0.1111702,0,0,0.6406401,0,0,0,0,-0.8656102,-1.969386E-11
2.899999,0,0,-0.09835742,0,0,0.6406401,0,0,0,0,-0.8656102,-9.846937E-12
2.919999,0,0,-0.08554462,0,0,0.6406401,0,0,0,0,-0.8656102,-4.92347E-12
2.939999,0,0,-0.07273182,0,0,0.6406401,0,0,0,0,-0.8656102,-2.461736E-12
2.959999,0,0,-0.05991902,0,0,0.6406401,0,0,0,0,-0.8656102,-1.230869E-12
2.979999,0,0,-0.04710622,0,0,0.6406401,0,0,0,0,-0.8656102,-6.154345E-13
2.999999,0,0,-0.03429342,0,0,0.6406401,0,0,0,0,-0.8656102,-3.077174E-13
3.019999,0,0,-0.02148063,0,0,0.6406401,0,0,0,0,-0.8656102,-1.538588E-13
3.039999,0,0,-0.008667829,0,0,0.6406401,0,0,0,0,-0.8656102,-7.692941E-14
3.059999,0,0,0.004144968,0,0,0.6406401,0,0,0,0,-0.8656102,-3.846472E-14
3.079999,0,0,0.01695777,0,0,0.6406401,0,0,0,0,-0.8656102,-1.923237E-14
3.099999,0,0,0.02977056,0,0,0.6406401,0,0,0,0,-0.8656102,-9.616188E-15
3.119999,0,0,0.04258336,0,0,0.6406401,0,0,0,0,-0.8656102,-4.808096E-15
3.139999,0,0,0.05539616,0,0,0.6406401,0,0,0,0,-0.8656102,-2.404049E-15
3.159999,0,0,0.06820896,0,0,0.6406401,0,0,0,0,-0.8656102,-1.202025E-15
3.179999,0,0,0.08102176,0,0,0.6406401,0,0,0,0,-0.8656102,-6.010127E-16
3.199999,0,0,0.09383456,0,0,0.6406401,0,0,0,0,-0.8656102,-3.005065E-16
3.219999,0,0,0.1066474,0,0,0.6406401,0,0,0,0,-0.8656102,-1.502533E-16
3.239999,0,0,0.1194602,0,0,0.6406401,0,0,0,0,-0.8656102,-7.512668E-17
3.259999,0,0,0.132273,0,0,0.6406401,0,0,0,0,-0.8656102,-3.756335E-17
3.279999,0,0,0.1450858,0,0,0.6406401,0,0,0,0,-0.8656102,-1.878169E-17
3.299999,0,0,0.1578985,0,0,0.6406401,0,0,0,0,-0.8656102,-9.390846E-18
3.319999,0,0,0.1707113,0,0,0.6406401,0,0,0,0,-0.8656102,-4.695425E-18
3.339999,0,0,0.1835241,0,0,0.6406401,0,0,0,0,-0.8656102,-2.347714E-18
3.359999,0,0,0.1963369,0,0,0.6406401,0,0,0,0,-0.8656102,-1.173857E-18
3.379999,0,0,0.2091497,0,0,0.6406401,0,0,0,0,-0.8656102,-5.869288E-19
3.399999,0,0,0.2219625,0,0,0.6406401,0,0,0,0,-0.8656102,-2.934645E-19
3.419999,0,0,0.2347753,0,0,0.6406401,0,0,0,0,-0.8656102,-1.467323E-19
3.439999,0,0,0.2475881,0,0,0.6406401,0,0,0,0,-0.8656102,-7.336619E-20
3.459999,0,0,0.2604009,0,0,0.6406401,0,0,0,0,-0.8656102,-3.668311E-20
3.479999,0,0,0.2732137,0,0,0.6406401,0,0,0,0,-0.8656102,-1.834156E-20
3.499999,0,0,0.2860265,0,0,0.6406401,0,0,0,0,-0.8656102,-9.170785E-21
3.519999,0,0,0.2988393,0,0,0.6406401,0,0,0,0,-0.8656102,-4.585395E-21
3.539999,0,0,0.3116521,0,0,0.6406401,0,0,0,0,-0.8656102,-2.292698E-21
3.559999,0,0,0.3244649,0,0,0.6406401,0,0,0,0,-0.8656102,-1.14635E-21
3.579999,0,0,0.3372777,0,0,0.6406401,0,0,0,0,-0.8656102,-5.73175E-22
3.599999,0,0,0.3500904,0,0,0.6406401,0,0,0,0,-0.8656102,-2.865876E-22
3.619999,0,0,0.3629032,0,0,0.6406401,0,0,0,0,-0.8656102,-1.432939E-22
3.639999,0,0,0.375716,0,0,0.6406401,0,0,0,0,-0.8656102,-7.164696E-23
3.659999,0,0,0.3885288,0,0,0.6406401,0,0,0,0,-0.8656102,-3.58235E-23
3.679999,0,0,0.4013416,0,0,0.6406401,0,0,0,0,-0.8656102,-1.791175E-23
3.699999,0,0,0.4141544,0,0,0.6406401,0,0,0,0,-0.8656102,-8.955881E-24
3.719999,0,0,0.4269672,0,0,0.6406401,0,0,0,0,-0.8656102,-4.477942E-24
3.739999,0,0,0.43978,0,0,0.6406401,0,0,0,0,-0.8656102,-2.238972E-24
3.759999,0,0,0.4525928,0,0,0.6406401,0,0,0.002592787,0.05185574,-0.8656102,-1.119487E-24
3.779999,0,0,0.4653537,0,0,0.6380473,0,0,0.01535372,0.3070745,-0.8656102,-5.597435E-25
3.799999,0,0,0.4778076,0,0,0.6226936,0,0,0.02780758,0.5561516,-0.8656102,-2.798719E-25
3.819999,0,0,0.4897053,0,0,0.594886,0,0,0.03970529,0.7941058,-0.8656102,-1.39936E-25
3.839999,0,0,0.5008089,0,0,0.5551807,0,0,0.05080889,1.016178,-0.8656102,-6.996802E-26
3.859999,0,0,0.5108963,0,0,0.5043719,0,0,0.06089632,1.217927,-0.8656102,-3.498402E-26
3.879999,0,0,0.5197659,0,0,0.4434756,0,0,0.06976585,1.395317,-0.8656102,-1.749202E-26
3.899999,0,0,0.52724,0,0,0.3737097,0,0,0.07724003,1.544801,-0.8656102,-8.746013E-27
3.919999,0,0,0.5331694,0,0,0.2964697,0,0,0.08316945,1.663389,-0.8656102,-4.373008E-27
3.939999,0,0,0.5374355,0,0,0.2133003,0,0,0.08743547,1.748709,-0.8656102,-2.186505E-27
3.959999,0,0,0.5399528,0,0,0.1258649,0,0,0.08995275,1.799055,-0.8656102,-1.093253E-27
3.979999,0,0,0.540671,0,0,0.03591217,0,0,0.09067099,1.81342,-0.8656102,-5.466267E-28
3.999999,0,0,0.5395758,0,0,-0.05475878,0,0,0.08957581,1.791516,-0.8656102,-2.733134E-28
4.019999,0,0,0.5366891,0,0,-0.1443346,0,0,0.0866891,1.733782,-0.8656102,-1.366568E-28
4.039999,0,0,0.5320686,0,0,-0.2310236,0,0,0.08206861,1.641372,-0.8656102,-6.832842E-29
4.059999,0,0,0.5258068,0,0,-0.3130922,0,0,0.07580678,1.516136,-0.8656102,-3.416422E-29
4.079998,0,0,0.5180288,0,0,-0.388899,0,0,0.06802879,1.360576,-0.8656102,-1.708212E-29
4.099998,0,0,0.5088903,0,0,-0.4569277,0,0,0.05889027,1.177805,-0.8656102,-8.541062E-30
4.119998,0,0,0.4985739,0,0,-0.5158179,0,0,0.04857393,0.9714785,-0.8656102,-4.270533E-30
4.139998,0,0,0.4872861,0,0,-0.5643919,0,0,0.03728609,0.7457218,-0.8656102,-2.135267E-30
4.159998,0,0,0.4752525,0,0,-0.6016779,0,0,0.02525254,0.5050507,-0.8656102,-1.067634E-30
4.179998,0,0,0.4627139,0,0,-0.6269304,0,0,0.01271392,0.2542785,-0.8656102,-5.338173E-31
4.199998,0,0,0.449921,0,0,-0.6396443,0,0,0,0,-0.8656102,-2.669087E-31
4.219998,0,0,0.4371282,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.334544E-31
4.239998,0,0,0.4243353,0,0,-0.6396443,0,0,0,0,-0.8656102,-6.672724E-32
4.259998,0,0,0.4115424,0,0,-0.6396443,0,0,0,0,-0.8656102,-3.336363E-32
4.279998,0,0,0.3987495,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.668182E-32
4.299998,0,0,0.3859566,0,0,-0.6396443,0,0,0,0,-0.8656102,-8.340915E-33
4.319998,0,0,0.3731637,0,0,-0.6396443,0,0,0,0,-0.8656102,-4.170459E-33
4.339998,0,0,0.3603708,0,0,-0.6396443,0,0,0,0,-0.8656102,-2.08523E-33
4.359998,0,0,0.347578,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.042616E-33
4.379999,0,0,0.3347851,0,0,-0.6396443,0,0,0,0,-0.8656102,-5.21308E-34
4.399999,0,0,0.3219922,0,0,-0.6396443,0,0,0,0,-0.8656102,-2.606541E-34
4.419999,0,0,0.3091993,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.303271E-34
4.439999,0,0,0.2964064,0,0,-0.6396443,0,0,0,0,-0.8656102,-6.516358E-35
4.459999,0,0,0.2836135,0,0,-0.6396443,0,0,0,0,-0.8656102,-3.25818E-35
4.479999,0,0,0.2708206,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.629091E-35
4.499999,0,0,0.2580278,0,0,-0.6396443,0,0,0,0,-0.8656102,-8.145458E-36
4.519999,0,0,0.2452349,0,0,-0.6396443,0,0,0,0,-0.8656102,-4.07273E-36
4.539999,0,0,0.232442,0,0,-0.6396443,0,0,0,0,-0.8656102,-2.036366E-36
4.559999,0,0,0.2196491,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.018183E-36
4.579998,0,0,0.2068562,0,0,-0.6396443,0,0,0,0,-0.8656102,-5.090919E-37
4.599998,0,0,0.1940633,0,0,-0.6396443,0,0,0,0,-0.8656102,-2.545461E-37
4.619998,0,0,0.1812705,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.272731E-37
4.639998,0,0,0.1684776,0,0,-0.6396443,0,0,0,0,-0.8656102,-6.363657E-38
4.659998,0,0,0.1556847,0,0,-0.6396443,0,0,0,0,-0.8656102,-3.181829E-38
4.679998,0,0,0.1428918,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.699998,0,0,0.1300989,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.719998,0,0,0.117306,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.739998,0,0,0.1045131,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.759998,0,0,0.09172025,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.779998,0,0,0.07892737,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.799998,0,0,0.06613448,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.819998,0,0,0.0533416,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.839998,0,0,0.04054872,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.859998,0,0,0.02775584,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.879998,0,0,0.01496296,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.899998,0,0,0.002170075,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.919998,0,0,-0.01062281,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.939998,0,0,-0.02341569,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.959998,0,0,-0.03620857,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.979998,0,0,-0.04900145,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
4.999998,0,0,-0.06179433,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.019998,0,0,-0.07458721,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.039998,0,0,-0.0873801,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.059998,0,0,-0.100173,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.079998,0,0,-0.1129659,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.099998,0,0,-0.1257588,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.119998,0,0,-0.1385516,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.139998,0,0,-0.1513445,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.159998,0,0,-0.1641374,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.179998,0,0,-0.1769303,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.199998,0,0,-0.1897232,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.219998,0,0,-0.2025161,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.239998,0,0,-0.2153089,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.259998,0,0,-0.2281018,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.279998,0,0,-0.2408947,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.299998,0,0,-0.2536876,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.319998,0,0,-0.2664805,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.339998,0,0,-0.2792734,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.359998,0,0,-0.2920662,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.379998,0,0,-0.3048591,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.399998,0,0,-0.317652,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.419998,0,0,-0.3304449,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.439998,0,0,-0.3432378,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.459998,0,0,-0.3560307,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.479998,0,0,-0.3688236,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.499998,0,0,-0.3816164,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.519998,0,0,-0.3944093,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.539998,0,0,-0.4072022,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.559998,0,0,-0.4199951,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.579998,0,0,-0.432788,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.599998,0,0,-0.4455809,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.619998,0,0,-0.4583738,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.639998,0,0,-0.4711666,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.659998,0,0,-0.4839595,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.679998,0,0,-0.4967524,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.699998,0,0,-0.5095453,0,0,-0.6396443,0,0,0,0,-0.8656102,-1.590915E-38
5.719998,0,0,-0.5223382,0,0,-0.6396443,0.006727919,0.1345584,0,0,-0.8656102,-1.590915E-38
5.739998,0,0,-0.5349964,0,0,-0.6329164,0.01925163,0.3850326,0,0,-0.8657448,-0.006727916
