t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,,p_wagen,p_bumper,p_total,,kinE_wagen,kinE_bumper,kinE_total
0.8799997,0,0,0.4836212,0,0,-0.9520871,0,0,0.03362121,-0.6724241,-0.8,0,,-0.38083484,0,-0.38083484,,0.181293969,0,0.181293969
0.8999997,0,0,0.4639071,0,0,-0.9857083,0,0,0.01390706,-0.2781412,-0.8,0,,-0.39428332,0,-0.39428332,,0.194324171,0,0.194324171
0.9199997,0,0,0.4439148,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
0.9399996,0,0,0.4239225,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
0.9599997,0,0,0.4039302,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
0.9799997,0,0,0.3839379,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
0.9999996,0,0,0.3639456,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.02,0,0,0.3439533,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.04,0,0,0.323961,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.06,0,0,0.3039687,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.08,0,0,0.2839764,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.1,0,0,0.2639841,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.12,0,0,0.2439919,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.14,0,0,0.2239996,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.16,0,0,0.2040073,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.18,0,0,0.184015,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.2,0,0,0.1640227,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.22,0,0,0.1440304,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.24,0,0,0.1240381,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.26,0,0,0.1040458,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.279999,0,0,0.08405349,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.3,0,0,0.06406119,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.32,0,0,0.0440689,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.34,0,0,0.0240766,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.36,0,0,0.004084297,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.38,0,0,-0.015908,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.399999,0,0,-0.0359003,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.419999,0,0,-0.0558926,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.439999,0,0,-0.0758849,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.459999,0,0,-0.0958772,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.479999,0,0,-0.1158695,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.5,0,0,-0.1358618,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.52,0,0,-0.1558541,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.539999,0,0,-0.1758464,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.559999,0,0,-0.1958387,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.579999,0,0,-0.215831,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.599999,0,0,-0.2358233,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.619999,0,0,-0.2558156,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.639999,0,0,-0.2758079,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.659999,0,0,-0.2958001,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.679999,0,0,-0.3157924,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.699999,0,0,-0.3357847,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.719999,0,0,-0.355777,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.739999,0,0,-0.3757693,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.759999,0,0,-0.3957616,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.779999,0,0,-0.4157539,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.799999,0,0,-0.4357462,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.819999,0,0,-0.4557385,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.839999,0,0,-0.4757308,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.859999,0,0,-0.4957231,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.879999,0,0,-0.5157154,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.899999,0,0,-0.5357077,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.919999,0,0,-0.5556999,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.939999,0,0,-0.5756922,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.959999,0,0,-0.5956845,0,0,-0.9996154,0,0,0,0,-0.8,0,,-0.39984616,0,-0.39984616,,0.19984619,0,0.19984619
1.979999,0,0,-0.6156768,0,0,0.4284066,0,0,0,0,-0.8,-0.5712088,,0.17136264,-0.5712088,-0.39984616,,0.036706443,0.163139747,0.19984619
1.999999,0,0,-0.6071087,0,0,0.4284066,0,0,0,0,-0.8091394,-0.4569671,,0.17136264,-0.4569671,-0.28560446,,0.036706443,0.104409465,0.141115908
2.019999,0,0,-0.5985406,0,0,0.4284066,0,0,0,0,-0.8164508,-0.3655737,,0.17136264,-0.3655737,-0.19421106,,0.036706443,0.066822065,0.103528508
2.039999,0,0,-0.5899725,0,0,0.4284066,0,0,0,0,-0.8223,-0.292459,,0.17136264,-0.292459,-0.12109636,,0.036706443,0.042766133,0.079472576
2.059999,0,0,-0.5814044,0,0,0.4284066,0,0,0,0,-0.8269793,-0.2339672,,0.17136264,-0.2339672,-0.06260456,,0.036706443,0.027370325,0.064076768
2.079999,0,0,-0.5728363,0,0,0.4284066,0,0,0,0,-0.8307228,-0.1871738,,0.17136264,-0.1871738,-0.01581116,,0.036706443,0.017517016,0.054223459
2.099999,0,0,-0.5642682,0,0,0.4284066,0,0,0,0,-0.8337176,-0.149739,,0.17136264,-0.149739,0.02162364,,0.036706443,0.011210884,0.047917327
2.119999,0,0,-0.5557001,0,0,0.4284066,0,0,0,0,-0.8361134,-0.1197912,,0.17136264,-0.1197912,0.05157144,,0.036706443,0.007174966,0.043881409
2.139999,0,0,-0.547132,0,0,0.4284066,0,0,0,0,-0.83803,-0.095833,,0.17136264,-0.095833,0.07552964,,0.036706443,0.004591982,0.041298425
2.159999,0,0,-0.5385638,0,0,0.4284066,0,0,0,0,-0.8395634,-0.0766664,,0.17136264,-0.0766664,0.09469624,,0.036706443,0.002938868,0.039645311
2.179999,0,0,-0.5299957,0,0,0.4284066,0,0,0,0,-0.84079,-0.06133313,,0.17136264,-0.06133313,0.11002951,,0.036706443,0.001880876,0.038587319
2.199999,0,0,-0.5214276,0,0,0.4284066,0,0,0,0,-0.8417714,-0.04906651,,0.17136264,-0.04906651,0.12229613,,0.036706443,0.001203761,0.037910204
2.219999,0,0,-0.5128595,0,0,0.4284066,0,0,0,0,-0.8425564,-0.03925321,,0.17136264,-0.03925321,0.13210943,,0.036706443,0.000770407,0.03747685
2.239999,0,0,-0.5042914,0,0,0.4284066,0,0,0,0,-0.8431845,-0.03140257,,0.17136264,-0.03140257,0.13996007,,0.036706443,0.000493061,0.037199504
2.259999,0,0,-0.4957233,0,0,0.4284066,0,0,0,0,-0.8436869,-0.02512206,,0.17136264,-0.02512206,0.14624058,,0.036706443,0.000315559,0.037022002
2.279999,0,0,-0.4871551,0,0,0.4284066,0,0,0,0,-0.8440889,-0.02009765,,0.17136264,-0.02009765,0.15126499,,0.036706443,0.000201958,0.036908401
2.299999,0,0,-0.478587,0,0,0.4284066,0,0,0,0,-0.8444105,-0.01607812,,0.17136264,-0.01607812,0.15528452,,0.036706443,0.000129253,0.036835696
2.319999,0,0,-0.4700189,0,0,0.4284066,0,0,0,0,-0.8446677,-0.0128625,,0.17136264,-0.0128625,0.15850014,,0.036706443,8.2722E-05,0.036789165
2.339999,0,0,-0.4614507,0,0,0.4284066,0,0,0,0,-0.8448735,-0.01029,,0.17136264,-0.01029,0.16107264,,0.036706443,5.29421E-05,0.036759385
2.359999,0,0,-0.4528826,0,0,0.4284066,0,0,0,0,-0.8450382,-0.008231999,,0.17136264,-0.008231999,0.163130641,,0.036706443,3.38829E-05,0.036740326
2.379999,0,0,-0.4443145,0,0,0.4284066,0,0,0,0,-0.8451699,-0.0065856,,0.17136264,-0.0065856,0.16477704,,0.036706443,2.16851E-05,0.036728128
2.399999,0,0,-0.4357463,0,0,0.4284066,0,0,0,0,-0.8452753,-0.005268481,,0.17136264,-0.005268481,0.166094159,,0.036706443,1.38784E-05,0.036720321
2.419999,0,0,-0.4271782,0,0,0.4284066,0,0,0,0,-0.8453596,-0.004214785,,0.17136264,-0.004214785,0.167147855,,0.036706443,8.88221E-06,0.036715325
2.439999,0,0,-0.41861,0,0,0.4284066,0,0,0,0,-0.845427,-0.003371828,,0.17136264,-0.003371828,0.167990812,,0.036706443,5.68461E-06,0.036712128
2.459999,0,0,-0.4100419,0,0,0.4284066,0,0,0,0,-0.8454809,-0.002697463,,0.17136264,-0.002697463,0.168665177,,0.036706443,3.63815E-06,0.036710081
2.479999,0,0,-0.4014738,0,0,0.4284066,0,0,0,0,-0.8455241,-0.002157971,,0.17136264,-0.002157971,0.169204669,,0.036706443,2.32842E-06,0.036708771
2.499999,0,0,-0.3929056,0,0,0.4284066,0,0,0,0,-0.8455586,-0.001726377,,0.17136264,-0.001726377,0.169636263,,0.036706443,1.49019E-06,0.036707933
2.519999,0,0,-0.3843375,0,0,0.4284066,0,0,0,0,-0.8455862,-0.001381101,,0.17136264,-0.001381101,0.169981539,,0.036706443,9.5372E-07,0.036707397
2.539999,0,0,-0.3757693,0,0,0.4284066,0,0,0,0,-0.8456083,-0.001104881,,0.17136264,-0.001104881,0.170257759,,0.036706443,6.10381E-07,0.036707053
2.559999,0,0,-0.3672012,0,0,0.4284066,0,0,0,0,-0.845626,-0.000883905,,0.17136264,-0.000883905,0.170478735,,0.036706443,3.90644E-07,0.036706834
2.579999,0,0,-0.3586331,0,0,0.4284066,0,0,0,0,-0.8456401,-0.000707124,,0.17136264,-0.000707124,0.170655516,,0.036706443,2.50012E-07,0.036706693
2.599999,0,0,-0.3500649,0,0,0.4284066,0,0,0,0,-0.8456514,-0.000565699,,0.17136264,-0.000565699,0.170796941,,0.036706443,1.60008E-07,0.036706603
2.619999,0,0,-0.3414968,0,0,0.4284066,0,0,0,0,-0.8456605,-0.00045256,,0.17136264,-0.00045256,0.170910081,,0.036706443,1.02405E-07,0.036706545
2.639999,0,0,-0.3329287,0,0,0.4284066,0,0,0,0,-0.8456677,-0.000362048,,0.17136264,-0.000362048,0.171000592,,0.036706443,6.55393E-08,0.036706509
2.659999,0,0,-0.3243605,0,0,0.4284066,0,0,0,0,-0.8456735,-0.000289638,,0.17136264,-0.000289638,0.171073002,,0.036706443,4.19451E-08,0.036706485
2.679999,0,0,-0.3157924,0,0,0.4284066,0,0,0,0,-0.8456782,-0.000231711,,0.17136264,-0.000231711,0.17113093,,0.036706443,2.68449E-08,0.03670647
2.699999,0,0,-0.3072242,0,0,0.4284066,0,0,0,0,-0.8456818,-0.000185369,,0.17136264,-0.000185369,0.171177272,,0.036706443,1.71807E-08,0.03670646
2.719999,0,0,-0.2986561,0,0,0.4284066,0,0,0,0,-0.8456848,-0.000148295,,0.17136264,-0.000148295,0.171214345,,0.036706443,1.09957E-08,0.036706454
2.739999,0,0,-0.290088,0,0,0.4284066,0,0,0,0,-0.8456872,-0.000118636,,0.17136264,-0.000118636,0.171244004,,0.036706443,7.03723E-09,0.03670645
2.759999,0,0,-0.2815198,0,0,0.4284066,0,0,0,0,-0.8456891,-9.49E-05,,0.17136264,-9.49087E-05,0.171267731,,0.036706443,4.50383E-09,0.036706447
2.779999,0,0,-0.2729517,0,0,0.4284066,0,0,0,0,-0.8456906,-7.59E-05,,0.17136264,-7.5927E-05,0.171286713,,0.036706443,2.88245E-09,0.036706446
2.799999,0,0,-0.2643836,0,0,0.4284066,0,0,0,0,-0.8456918,-6.07E-05,,0.17136264,-6.07416E-05,0.171301898,,0.036706443,1.84477E-09,0.036706445
2.819999,0,0,-0.2558154,0,0,0.4284066,0,0,0,0,-0.8456928,-4.86E-05,,0.17136264,-4.85933E-05,0.171314047,,0.036706443,1.18065E-09,0.036706444
2.839999,0,0,-0.2472473,0,0,0.4284066,0,0,0,0,-0.8456935,-3.89E-05,,0.17136264,-3.88746E-05,0.171323765,,0.036706443,7.55618E-10,0.036706444
2.859999,0,0,-0.2386792,0,0,0.4284066,0,0,0,0,-0.8456941,-3.11E-05,,0.17136264,-3.10997E-05,0.17133154,,0.036706443,4.83595E-10,0.036706443
2.879999,0,0,-0.230111,0,0,0.4284066,0,0,0,0,-0.8456946,-2.49E-05,,0.17136264,-2.48798E-05,0.17133776,,0.036706443,3.09501E-10,0.036706443
2.899999,0,0,-0.2215429,0,0,0.4284066,0,0,0,0,-0.845695,-1.99E-05,,0.17136264,-1.99038E-05,0.171342736,,0.036706443,1.98081E-10,0.036706443
2.919999,0,0,-0.2129748,0,0,0.4284066,0,0,0,0,-0.8456953,-1.59E-05,,0.17136264,-1.59231E-05,0.171346717,,0.036706443,1.26772E-10,0.036706443
2.939999,0,0,-0.2044067,0,0,0.4284066,0,0,0,0,-0.8456956,-1.27E-05,,0.17136264,-1.27384E-05,0.171349902,,0.036706443,8.11339E-11,0.036706443
2.959999,0,0,-0.1958386,0,0,0.4284066,0,0,0,0,-0.8456957,-1.02E-05,,0.17136264,-1.01908E-05,0.171352449,,0.036706443,5.19257E-11,0.036706443
2.979999,0,0,-0.1872704,0,0,0.4284066,0,0,0,0,-0.8456959,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
2.999999,0,0,-0.1787023,0,0,0.4284066,0,0,0,0,-0.8456961,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.019999,0,0,-0.1701342,0,0,0.4284066,0,0,0,0,-0.8456963,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.039999,0,0,-0.1615661,0,0,0.4284066,0,0,0,0,-0.8456964,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.059999,0,0,-0.1529979,0,0,0.4284066,0,0,0,0,-0.8456966,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.079999,0,0,-0.1444298,0,0,0.4284066,0,0,0,0,-0.8456968,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.099999,0,0,-0.1358617,0,0,0.4284066,0,0,0,0,-0.845697,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.119999,0,0,-0.1272936,0,0,0.4284066,0,0,0,0,-0.8456972,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.139999,0,0,-0.1187254,0,0,0.4284066,0,0,0,0,-0.8456973,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.159999,0,0,-0.1101573,0,0,0.4284066,0,0,0,0,-0.8456975,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.179999,0,0,-0.1015892,0,0,0.4284066,0,0,0,0,-0.8456977,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.199999,0,0,-0.09302105,0,0,0.4284066,0,0,0,0,-0.8456979,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.219999,0,0,-0.08445292,0,0,0.4284066,0,0,0,0,-0.8456981,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.239999,0,0,-0.07588479,0,0,0.4284066,0,0,0,0,-0.8456982,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.259999,0,0,-0.06731666,0,0,0.4284066,0,0,0,0,-0.8456984,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.279999,0,0,-0.05874853,0,0,0.4284066,0,0,0,0,-0.8456986,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.299999,0,0,-0.0501804,0,0,0.4284066,0,0,0,0,-0.8456988,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.319999,0,0,-0.04161227,0,0,0.4284066,0,0,0,0,-0.845699,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.339999,0,0,-0.03304414,0,0,0.4284066,0,0,0,0,-0.8456991,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.359999,0,0,-0.02447601,0,0,0.4284066,0,0,0,0,-0.8456993,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.379999,0,0,-0.01590788,0,0,0.4284066,0,0,0,0,-0.8456995,-8.15E-06,,0.17136264,-8.1526E-06,0.171354487,,0.036706443,3.32325E-11,0.036706443
3.399999,0,0,-0.007339751,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.419999,0,0,0.001228377,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.439999,0,0,0.009796506,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.459999,0,0,0.01836463,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.479999,0,0,0.02693276,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.499999,0,0,0.03550089,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.519999,0,0,0.04406902,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.539999,0,0,0.05263715,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
3.559999,0,0,0.06120528,0,0,0.4284066,0,0,0,0,-0.8456995,0,,0.17136264,0,0.17136264,,0.036706443,0,0.036706443
