t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,,a_z,impuls_p
0.01999999,0,0,0,0,0,1,0,0,0,0,-0.8,0,,,0.4
0.03999998,0,0,0.01999999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.05999998,0,0,0.03999998,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.07999997,0,0,0.05999998,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.09999996,0,0,0.07999997,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.12,0,0,0.09999996,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.14,0,0,0.12,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.1599999,0,0,0.14,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.1799999,0,0,0.16,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.1999999,0,0,0.1799999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.2199999,0,0,0.1999999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.2399999,0,0,0.2199999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.2599999,0,0,0.2399999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.2799999,0,0,0.2599999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.2999999,0,0,0.2799999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.3199999,0,0,0.2999999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.3399999,0,0,0.3199999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.3599999,0,0,0.3399999,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.3799999,0,0,0.3599998,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.3999999,0,0,0.3799998,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.4199998,0,0,0.3999998,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.4399998,0,0,0.4199998,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.4599998,0,0,0.4399998,0,0,1,0,0,0,0,-0.8,0,,0,0.4
0.4799998,0,0,0.4599997,0,0,1,0,0,0.009999737,-0.1999947,-0.8,0,,0,0.4
0.4999998,0,0,0.4797997,0,0,0.9900002,0,0,0.02979974,-0.5959949,-0.8,0,,-0.49999,0.39600008
0.5199998,0,0,0.4990037,0,0,0.9602005,0,0,0.04900374,-0.9800747,-0.8,0,,-1.489985,0.3840802
0.5399998,0,0,0.5172276,0,0,0.9111968,0,0,0.06722765,-1.344553,-0.8,0,,-2.450185,0.36447872
0.5599998,0,0,0.534107,0,0,0.8439692,0,0,0.08410703,-1.682141,-0.8,0,,-3.36138,0.33758768
0.5799998,0,0,0.5493042,0,0,0.7598622,0,0,0.09930424,-1.986085,-0.8,0,,-4.20535,0.30394488
0.5999998,0,0,0.5625154,0,0,0.660558,0,0,0.1125154,-2.250308,-0.8,0,,-4.96521,0.2642232
0.6199998,0,0,0.5734763,0,0,0.5480427,0,0,0.1234763,-2.469525,-0.8,0,,-5.625765,0.21921708
0.6399997,0,0,0.5819676,0,0,0.4245664,0,0,0.1319676,-2.639352,-0.8,0,,-6.173845869,0.16982656
0.6599998,0,0,0.5878196,0,0,0.2925989,0,0,0.1378196,-2.756392,-0.8,0,,-6.598342008,0.11703956
0.6799998,0,0,0.5909151,0,0,0.1547794,0,0,0.1409151,-2.818303,-0.8,0,,-6.890975,0.06191176
