t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right
6.030037,0,0,0.5475132,0,0,0.1378619,0,0,0.09751318,0.9751319
6.050037,0,0,0.5492953,0,0,0.08910536,0,0,0.0992953,0.9929531
6.070037,0,0,0.5500845,0,0,0.03945772,0,0,0.1000845,1.000845
6.090037,0,0,0.5498728,0,0,-0.0105845,0,0,0.09987275,0.9987276
6.110037,0,0,0.5486624,0,0,-0.06052086,0,0,0.09866236,0.9866236
6.130037,0,0,0.5464653,0,0,-0.109852,0,0,0.09646533,0.9646534
6.150037,0,0,0.5433037,0,0,-0.1580847,0,0,0.09330367,0.9330367
6.170037,0,0,0.5392089,0,0,-0.2047365,0,0,0.08920895,0.8920895
6.190037,0,0,0.5342221,0,0,-0.2493409,0,0,0.08422212,0.8422213
6.210037,0,0,0.5283931,0,0,-0.291452,0,0,0.07839309,0.7839309
6.230037,0,0,0.5217801,0,0,-0.3306485,0,0,0.07178013,0.7178013
6.250037,0,0,0.5144494,0,0,-0.3665385,0,0,0.06444936,0.6444936
6.270037,0,0,0.5064741,0,0,-0.3987632,0,0,0.05647407,0.5647408
6.290037,0,0,0.4979341,0,0,-0.4270002,0,0,0.04793407,0.4793407
6.310037,0,0,0.4889147,0,0,-0.4509672,0,0,0.03891473,0.3891473
6.330037,0,0,0.4795063,0,0,-0.4704246,0,0,0.02950625,0.2950625
6.350037,0,0,0.4698027,0,0,-0.4851777,0,0,0.0198027,0.198027
6.370038,0,0,0.4599011,0,0,-0.4950791,0,0,0.009901121,0.09901121
6.390038,0,0,0.4499005,0,0,-0.5000296,0,0,0,0
6.410038,0,0,0.4399,0,0,-0.5000296,0,0,0,0
6.430037,0,0,0.4298994,0,0,-0.5000296,0,0,0,0
6.450037,0,0,0.4198988,0,0,-0.5000296,0,0,0,0
6.470037,0,0,0.4098982,0,0,-0.5000296,0,0,0,0
6.490037,0,0,0.3998976,0,0,-0.5000296,0,0,0,0
6.510037,0,0,0.389897,0,0,-0.5000296,0,0,0,0
6.530037,0,0,0.3798964,0,0,-0.5000296,0,0,0,0
6.550037,0,0,0.3698958,0,0,-0.5000296,0,0,0,0
6.570037,0,0,0.3598953,0,0,-0.5000296,0,0,0,0
6.590037,0,0,0.3498947,0,0,-0.5000296,0,0,0,0
6.610037,0,0,0.3398941,0,0,-0.5000296,0,0,0,0
6.630037,0,0,0.3298935,0,0,-0.5000296,0,0,0,0
6.650037,0,0,0.3198929,0,0,-0.5000296,0,0,0,0
6.670037,0,0,0.3098923,0,0,-0.5000296,0,0,0,0
6.690037,0,0,0.2998917,0,0,-0.5000296,0,0,0,0
6.710037,0,0,0.2898912,0,0,-0.5000296,0,0,0,0
6.730037,0,0,0.2798906,0,0,-0.5000296,0,0,0,0
6.750037,0,0,0.26989,0,0,-0.5000296,0,0,0,0
6.770037,0,0,0.2598894,0,0,-0.5000296,0,0,0,0
6.790037,0,0,0.2498888,0,0,-0.5000296,0,0,0,0
6.810037,0,0,0.2398882,0,0,-0.5000296,0,0,0,0
6.830038,0,0,0.2298876,0,0,-0.5000296,0,0,0,0
6.850037,0,0,0.219887,0,0,-0.5000296,0,0,0,0
6.870038,0,0,0.2098865,0,0,-0.5000296,0,0,0,0
6.890037,0,0,0.1998859,0,0,-0.5000296,0,0,0,0
6.910038,0,0,0.1898853,0,0,-0.5000296,0,0,0,0
6.930037,0,0,0.1798847,0,0,-0.5000296,0,0,0,0
6.950037,0,0,0.1698841,0,0,-0.5000296,0,0,0,0
6.970037,0,0,0.1598835,0,0,-0.5000296,0,0,0,0
6.990037,0,0,0.1498829,0,0,-0.5000296,0,0,0,0
7.010037,0,0,0.1398824,0,0,-0.5000296,0,0,0,0
7.030037,0,0,0.1298818,0,0,-0.5000296,0,0,0,0
7.050037,0,0,0.1198812,0,0,-0.5000296,0,0,0,0
7.070037,0,0,0.1098806,0,0,-0.5000296,0,0,0,0
7.090037,0,0,0.09988001,0,0,-0.5000296,0,0,0,0
7.110037,0,0,0.08987942,0,0,-0.5000296,0,0,0,0
7.130037,0,0,0.07987884,0,0,-0.5000296,0,0,0,0
7.150037,0,0,0.06987825,0,0,-0.5000296,0,0,0,0
7.170037,0,0,0.05987766,0,0,-0.5000296,0,0,0,0
7.190037,0,0,0.04987708,0,0,-0.5000296,0,0,0,0
7.210037,0,0,0.03987649,0,0,-0.5000296,0,0,0,0
7.230037,0,0,0.0298759,0,0,-0.5000296,0,0,0,0
7.250037,0,0,0.01987531,0,0,-0.5000296,0,0,0,0
7.270037,0,0,0.009874726,0,0,-0.5000296,0,0,0,0
7.290037,0,0,-0.0001258627,0,0,-0.5000296,0,0,0,0
7.310037,0,0,-0.01012645,0,0,-0.5000296,0,0,0,0
7.330037,0,0,-0.02012704,0,0,-0.5000296,0,0,0,0
7.350037,0,0,-0.03012763,0,0,-0.5000296,0,0,0,0
7.370037,0,0,-0.04012822,0,0,-0.5000296,0,0,0,0
7.390037,0,0,-0.0501288,0,0,-0.5000296,0,0,0,0
7.410037,0,0,-0.06012939,0,0,-0.5000296,0,0,0,0
7.430037,0,0,-0.07012998,0,0,-0.5000296,0,0,0,0
7.450037,0,0,-0.08013056,0,0,-0.5000296,0,0,0,0
7.470037,0,0,-0.09013115,0,0,-0.5000296,0,0,0,0
7.490036,0,0,-0.1001317,0,0,-0.5000296,0,0,0,0
