t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper
1.02,0,0,0.3439533,0,0,-0.9996154,0,0,0,0,-0.8,0
1.04,0,0,0.323961,0,0,-0.9996154,0,0,0,0,-0.8,0
1.06,0,0,0.3039687,0,0,-0.9996154,0,0,0,0,-0.8,0
1.08,0,0,0.2839764,0,0,-0.9996154,0,0,0,0,-0.8,0
1.1,0,0,0.2639841,0,0,-0.9996154,0,0,0,0,-0.8,0
1.12,0,0,0.2439919,0,0,-0.9996154,0,0,0,0,-0.8,0
1.14,0,0,0.2239996,0,0,-0.9996154,0,0,0,0,-0.8,0
1.16,0,0,0.2040073,0,0,-0.9996154,0,0,0,0,-0.8,0
1.18,0,0,0.184015,0,0,-0.9996154,0,0,0,0,-0.8,0
1.2,0,0,0.1640227,0,0,-0.9996154,0,0,0,0,-0.8,0
1.22,0,0,0.1440304,0,0,-0.9996154,0,0,0,0,-0.8,0
1.24,0,0,0.1240381,0,0,-0.9996154,0,0,0,0,-0.8,0
1.26,0,0,0.1040458,0,0,-0.9996154,0,0,0,0,-0.8,0
1.279999,0,0,0.08405349,0,0,-0.9996154,0,0,0,0,-0.8,0
1.3,0,0,0.06406119,0,0,-0.9996154,0,0,0,0,-0.8,0
1.32,0,0,0.0440689,0,0,-0.9996154,0,0,0,0,-0.8,0
1.34,0,0,0.0240766,0,0,-0.9996154,0,0,0,0,-0.8,0
1.36,0,0,0.004084297,0,0,-0.9996154,0,0,0,0,-0.8,0
1.38,0,0,-0.015908,0,0,-0.9996154,0,0,0,0,-0.8,0
1.399999,0,0,-0.0359003,0,0,-0.9996154,0,0,0,0,-0.8,0
1.419999,0,0,-0.0558926,0,0,-0.9996154,0,0,0,0,-0.8,0
1.439999,0,0,-0.0758849,0,0,-0.9996154,0,0,0,0,-0.8,0
1.459999,0,0,-0.0958772,0,0,-0.9996154,0,0,0,0,-0.8,0
1.479999,0,0,-0.1158695,0,0,-0.9996154,0,0,0,0,-0.8,0
1.5,0,0,-0.1358618,0,0,-0.9996154,0,0,0,0,-0.8,0
1.52,0,0,-0.1558541,0,0,-0.9996154,0,0,0,0,-0.8,0
1.539999,0,0,-0.1758464,0,0,-0.9996154,0,0,0,0,-0.8,0
1.559999,0,0,-0.1958387,0,0,-0.9996154,0,0,0,0,-0.8,0
1.579999,0,0,-0.215831,0,0,-0.9996154,0,0,0,0,-0.8,0
1.599999,0,0,-0.2358233,0,0,-0.9996154,0,0,0,0,-0.8,0
1.619999,0,0,-0.2558156,0,0,-0.9996154,0,0,0,0,-0.8,0
1.639999,0,0,-0.2758079,0,0,-0.9996154,0,0,0,0,-0.8,0
1.659999,0,0,-0.2958001,0,0,-0.9996154,0,0,0,0,-0.8,0
1.679999,0,0,-0.3157924,0,0,-0.9996154,0,0,0,0,-0.8,0
1.699999,0,0,-0.3357847,0,0,-0.9996154,0,0,0,0,-0.8,0
1.719999,0,0,-0.355777,0,0,-0.9996154,0,0,0,0,-0.8,0
1.739999,0,0,-0.3757693,0,0,-0.9996154,0,0,0,0,-0.8,0
1.759999,0,0,-0.3957616,0,0,-0.9996154,0,0,0,0,-0.8,0
1.779999,0,0,-0.4157539,0,0,-0.9996154,0,0,0,0,-0.8,0
1.799999,0,0,-0.4357462,0,0,-0.9996154,0,0,0,0,-0.8,0
1.819999,0,0,-0.4557385,0,0,-0.9996154,0.005738482,0.1147696,0,0,-0.8,0
1.839999,0,0,-0.475616,0,0,-0.9938769,0.02550121,0.5100241,0,0,-0.8001148,-0.00573848
1.859999,0,0,-0.4949835,0,0,-0.9683757,0.04424395,0.8848789,0,0,-0.8007396,-0.03123968
1.879999,0,0,-0.5134662,0,0,-0.9241318,0.06121694,1.224339,0,0,-0.8022493,-0.07548361
1.899999,0,0,-0.5307245,0,0,-0.8629149,0.07574122,1.514824,0,0,-0.8049833,-0.1367005
1.919999,0,0,-0.546468,0,0,-0.7871737,0.08723585,1.744717,0,0,-0.8092321,-0.2124417
1.939999,0,0,-0.5604667,0,0,-0.6999379,0.09524105,1.904821,0,0,-0.8152257,-0.2996775
1.959999,0,0,-0.5725607,0,0,-0.6046969,0.09943663,1.988733,0,0,-0.8231241,-0.3949186
1.979999,0,0,-0.5826659,0,0,-0.5052603,0.09965472,1.993094,0,0,-0.8330112,-0.4943551
1.999999,0,0,-0.590778,0,0,-0.4056056,0.09588663,1.917733,0,0,-0.8448914,-0.5940098
2.019999,0,0,-0.5969723,0,0,-0.309719,0.08828305,1.765661,0,0,-0.8586893,-0.6898964
2.039999,0,0,-0.6014011,0,0,-0.221436,0.07714818,1.542964,0,0,-0.8742529,-0.7781794
2.059999,0,0,-0.6042868,0,0,-0.1442879,0.06292741,1.258548,0,0,-0.8913594,-0.8553275
2.079999,0,0,-0.6059141,0,0,-0.08136047,0.04618953,0.9237906,0,0,-0.9097245,-0.9182549
2.099999,0,0,-0.6066175,0,0,-0.03517095,0.02760403,0.5520806,0,0,-0.9290134,-0.9644444
2.119999,0,0,-0.6067688,0,0,-0.007566936,0.007914409,0.1582882,0,0,-0.9488544,-0.9920484
2.139999,0,0,-0.6067618,0,0,0.0003474699,0,0,0,0,-0.9688537,-0.9999629
2.159999,0,0,-0.6067548,0,0,0.0003474699,0,0,0,0,-0.9888529,-0.9999629
2.179999,0,0,-0.6067479,0,0,0.0003474699,0,0,0,0,-1.008852,-0.9999629
2.199999,0,0,-0.6067409,0,0,0.0003474699,0,0,0,0,-1.028851,-0.9999629
2.219999,0,0,-0.6067339,0,0,0.0003474699,0,0,0,0,-1.048851,-0.9999629
2.239999,0,0,-0.6067269,0,0,0.0003474699,0,0,0,0,-1.06885,-0.9999629
2.259999,0,0,-0.60672,0,0,0.0003474699,0,0,0,0,-1.088849,-0.9999629
2.279999,0,0,-0.606713,0,0,0.0003474699,0,0,0,0,-1.108848,-0.9999629
2.299999,0,0,-0.606706,0,0,0.0003474699,0,0,0,0,-1.128848,-0.9999629
2.319999,0,0,-0.606699,0,0,0.0003474699,0,0,0,0,-1.148847,-0.9999629
2.339999,0,0,-0.6066921,0,0,0.0003474699,0,0,0,0,-1.168846,-0.9999629
2.359999,0,0,-0.6066851,0,0,0.0003474699,0,0,0,0,-1.188846,-0.9999629
2.379999,0,0,-0.6066781,0,0,0.0003474699,0,0,0,0,-1.208845,-0.9999629
2.399999,0,0,-0.6066712,0,0,0.0003474699,0,0,0,0,-1.228844,-0.9999629
2.419999,0,0,-0.6066642,0,0,0.0003474699,0,0,0,0,-1.248843,-0.9999629
2.439999,0,0,-0.6066572,0,0,0.0003474699,0,0,0,0,-1.268843,-0.9999629
2.459999,0,0,-0.6066502,0,0,0.0003474699,0,0,0,0,-1.288842,-0.9999629
2.479999,0,0,-0.6066433,0,0,0.0003474699,0,0,0,0,-1.308841,-0.9999629
2.499999,0,0,-0.6066363,0,0,0.0003474699,0,0,0,0,-1.32884,-0.9999629
2.519999,0,0,-0.6066293,0,0,0.0003474699,0,0,0,0,-1.34884,-0.9999629
2.539999,0,0,-0.6066223,0,0,0.0003474699,0,0,0,0,-1.368839,-0.9999629
2.559999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.388838,-0.9999629
2.579999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.408837,-0.9999629
2.599999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.428837,-0.9999629
2.619999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.448836,-0.9999629
2.639999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.468835,-0.9999629
2.659999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.488835,-0.9999629
2.679999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.508834,-0.9999629
2.699999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.528833,-0.9999629
2.719999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.548832,-0.9999629
2.739999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.568832,-0.9999629
2.759999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.588831,-0.9999629
2.779999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.60883,-0.9999629
2.799999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.628829,-0.9999629
2.819999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.648829,-0.9999629
2.839999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.668828,-0.9999629
2.859999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.688827,-0.9999629
2.879999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.708826,-0.9999629
2.899999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.728826,-0.9999629
2.919999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.748825,-0.9999629
2.939999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.768824,-0.9999629
2.959999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.788823,-0.9999629
2.979999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.808823,-0.9999629
2.999999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.828822,-0.9999629
3.019999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.848821,-0.9999629
3.039999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.868821,-0.9999629
3.059999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.88882,-0.9999629
3.079999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.908819,-0.9999629
3.099999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.928818,-0.9999629
3.119999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.948818,-0.9999629
3.139999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.968817,-0.9999629
3.159999,0,0,-0.6066223,0,0,0,0,0,0,0,-1.988816,-0.9999629
3.179999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.008815,-0.9999629
3.199999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.028815,-0.9999629
3.219999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.048814,-0.9999629
3.239999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.068813,-0.9999629
3.259999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.088812,-0.9999629
3.279999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.108812,-0.9999629
3.299999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.128811,-0.9999629
3.319999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.14881,-0.9999629
3.339999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.168809,-0.9999629
3.359999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.188809,-0.9999629
3.379999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.208808,-0.9999629
3.399999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.228807,-0.9999629
3.419999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.248806,-0.9999629
3.439999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.268806,-0.9999629
3.459999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.288805,-0.9999629
3.479999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.308804,-0.9999629
3.499999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.328804,-0.9999629
3.519999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.348803,-0.9999629
3.539999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.368802,-0.9999629
3.559999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.388801,-0.9999629
3.579999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.408801,-0.9999629
3.599999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.4288,-0.9999629
3.619999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.448799,-0.9999629
3.639999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.468798,-0.9999629
3.659999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.488798,-0.9999629
3.679999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.508797,-0.9999629
3.699999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.528796,-0.9999629
3.719999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.548795,-0.9999629
3.739999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.568795,-0.9999629
3.759999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.588794,-0.9999629
3.779999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.608793,-0.9999629
3.799999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.628793,-0.9999629
3.819999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.648792,-0.9999629
3.839999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.668791,-0.9999629
3.859999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.68879,-0.9999629
3.879999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.70879,-0.9999629
3.899999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.728789,-0.9999629
3.919999,0,0,-0.6066223,0,0,0,0,0,0,0,-2.748788,-0.9999629
